Gene_ID	Top1_NAA1	Top1_NAA2	Top1_IAA1	Top1_IAA2
SPTBN4	0.037143	0.060055	1.589636	1.079343
SPTBN5	0.090762	0.117878	1.545078	1.228220
SPTLC1	2.800630	5.165005	14.582923	9.740907
SPTLC2	2.176752	3.053895	15.402009	9.970725
SPTLC3	0.124057	0.257997	0.256177	0.097009
SPTSSA	1.811365	2.330308	6.660615	4.467640
SPTSSB	0.104076	0.130095	1.791847	1.018647
SPTY2D1	2.045398	2.682061	15.384765	9.990054
SPTY2D1-AS1	0.415231	0.476035	2.118827	1.426257
SPX	0.000000	0.0	0.000000	0.000000
SPZ1	0.000000	0.0	0.000000	0.000000
SQLE	2.379056	3.151221	15.961860	9.448979
SQRDL	0.032028	0.021442	0.461601	0.310582
SQSTM1	2.136534	4.181750	41.807014	28.517647
SRA1	3.273289	4.734315	57.609795	42.144009
SRBD1	2.684894	4.232810	11.079859	7.679210
SRC	0.218466	0.343051	5.913235	4.010867
SRCAP	3.782509	6.296830	70.100250	49.395836
SRCIN1	0.0	0.0	0.0	0.0
SRD5A1	1.629417	2.060071	9.968198	8.474823
SRD5A1P1	0.0	0.0	0.000000	0.0
SRD5A2	0.0	0.0	0.000000	0.000000
SRD5A3	0.967655	0.965695	5.406518	4.238177
SRD5A3-AS1	0.258099	0.679266	3.901728	1.348812
SREBF1	4.267835	7.729403	129.113342	89.246284
SREBF2	2.770826	5.071033	44.510712	30.562046
SREK1	2.109333	2.573927	9.016174	6.181174
SREK1IP1	0.677951	0.888224	3.747993	2.283671
SRF	0.429707	0.694631	12.757154	9.451430
SRFBP1	2.066291	3.283498	9.766573	6.621650
SRGAP1	3.066077	3.035044	12.846253	8.851917
SRGAP2	2.053898	3.385615	24.286840	15.444510
SRGAP2-AS1	1.595446	2.233558	12.466281	8.626625
SRGAP2B	1.634203	2.622258	13.056910	8.521455
SRGAP2C	2.094130	3.374185	22.557083	14.511313
SRGAP2D	1.770848	2.824773	24.573780	15.316093
SRGAP3	0.259386	0.489338	3.281759	1.896106
SRGAP3-AS3	0.219133	1.062142	5.999182	2.817662
SRGN	0.000000	0.000000	0.084530	0.000000
SRI	2.658427	2.929694	8.135290	5.604557
SRL	0.0	0.114618	0.983877	0.888467
SRM	4.456402	6.865672	100.728203	70.482323
SRMS	0.406744	0.473772	12.116243	7.935055
SRP14	3.645339	3.963983	24.665255	19.986015
SRP14-AS1	0.705723	0.921084	4.024096	2.838554
SRP19	2.916666	2.940763	17.738287	13.039659
SRP54	2.851819	3.261289	13.220848	7.572900
SRP68	6.620012	7.536625	47.433830	35.283520
SRP72	4.672085	6.003870	17.794376	12.246130
SRP9	10.154630	10.564198	29.920061	20.420061
SRPK1	7.501822	9.503188	32.243511	20.190887
SRPK2	3.269502	4.903281	21.694046	16.357473
SRPK3	0.000000	0.675824	7.481019	5.344156
SRPR	3.833164	6.154167	43.943336	33.141235
SRPRB	2.176158	2.790945	17.388752	12.110010
SRPX	0.220179	0.108776	2.717814	2.214136
SRPX2	0.413242	0.655251	3.480822	3.862557
SRR	1.914237	2.684870	5.303754	3.580243
SRRD	2.088167	3.109594	17.076117	11.620773
SRRM1	6.247383	7.292220	39.030853	29.068581
SRRM2	13.242904	17.467007	149.959763	108.741966
SRRM2-AS1	0.487003	0.615252	5.498321	3.305978
SRRM3	0.362851	0.873380	15.279979	11.374234
SRRM4	0.014038	0.0	0.129881	0.133184
SRRM5	0.636883	0.697771	10.898909	9.579130
SRRT	3.808560	6.032516	92.043297	66.849030
SRSF1	31.185011	42.741451	128.511078	92.471558
SRSF10	6.209264	8.842061	25.416899	17.206585
SRSF11	4.260387	6.204154	27.700214	20.190544
SRSF12	0.132537	0.124479	0.505418	0.162267
SRSF2	20.013903	28.417835	207.539505	145.394135
SRSF3	18.935278	23.864719	88.622917	60.245834
SRSF4	7.819367	8.538735	59.409882	42.359684
SRSF5	11.932310	14.025449	72.092125	50.663811
SRSF6	10.630543	14.960887	60.279026	41.343300
SRSF7	9.082362	12.081156	58.245876	38.250702
SRSF8	1.122585	1.742870	18.026909	10.988615
SRSF9	1.957768	5.096903	82.061234	63.342098
SRXN1	1.020082	2.476013	24.591669	17.137970
SRY	0.0	0.0	0.0	0.0
SS18	5.446318	7.195334	24.626476	16.834177
SS18L1	1.721496	2.809169	15.198771	10.464508
SS18L2	2.598773	4.222086	13.560737	9.652761
SSB	1.812073	2.718007	10.281347	7.135326
SSBP1	0.0	0.0	0.0	0.0
SSBP2	0.142441	0.210526	0.632027	0.255991
SSBP3	0.166378	0.254483	2.201153	1.483366
SSBP3-AS1	1.459367	1.430752	14.830599	9.251049
SSBP4	0.914866	1.649305	39.273407	27.535582
SSC4D	0.000000	0.257183	5.482181	2.800144
SSC5D	0.068568	0.186951	2.334742	1.575312
SSFA2	41.825924	49.973782	160.374359	114.724297
SSH1	5.527364	8.775922	47.752480	30.884453
SSH2	1.118668	1.346365	6.129235	4.115953
SSH3	0.673732	1.326963	25.113968	16.792912
SSMEM1	0.0	0.000000	0.000000	0.061419
SSNA1	0.000000	2.190223	34.682812	20.785078
SSPN	0.0	0.000000	0.003599	0.000000
SSPO	0.019618	0.000000	1.346070	1.086293
SSR1	6.065415	7.633695	20.955858	14.112316
SSR2	2.725089	6.026690	41.319393	30.819395
SSR3	7.809131	9.832174	29.404675	18.290434
SSR4	0.000000	1.520100	21.299412	16.397205
SSR4P1	0.157801	0.500886	4.620567	3.276152
SSRP1	3.770131	5.341965	61.088860	48.464882
SSSCA1	2.032954	3.669318	53.610794	35.163635
SSSCA1-AS1	1.620603	0.760469	20.313231	10.324958
SST	0.0	0.0	0.000000	0.0
SSTR1	0.0	0.0	0.0	0.0
SSTR2	0.938259	1.862011	7.745276	5.863023
SSTR3	0.0	0.000000	0.000000	0.0
SSTR4	0.0	0.0	0.0	0.0
SSTR5	0.302428	0.884474	24.350994	17.394039
SSTR5-AS1	0.000000	0.000000	3.074983	2.621677
SSU72	3.712203	6.694551	46.036842	32.023792
SSUH2	0.265219	0.000000	0.325625	0.253893
SSX1	0.0	0.000000	0.000000	0.000000
SSX2	0.0	0.0	0.0	0.0
SSX2B	0.0	0.0	0.0	0.0
SSX2IP	1.887799	2.436866	5.720968	4.512104
SSX3	0.0	0.0	0.000000	0.0
SSX4	0.0	0.0	0.000000	0.000000
SSX4B	0.0	0.0	0.000000	0.000000
SSX5	0.0	0.0	0.000000	0.0
SSX6	0.0	0.0	0.000000	0.000000
SSX7	0.0	0.0	0.0	0.0
SSX8	0.0	0.0	0.0	0.0
SSX9	0.0	0.0	0.000000	0.0
ST13	5.626305	6.852500	26.409992	18.127844
ST13P4	0.701085	0.442428	1.217720	0.994368
ST14	1.262121	3.029091	41.660301	29.518484
ST18	0.0	0.0	0.0	0.0
ST20	0.337071	0.494723	1.129288	0.246042
ST20-AS1	0.371401	1.272553	16.028311	9.787908
ST20-MTHFS	0.000000	0.000000	0.000000	0.000000
ST3GAL1	0.312294	0.816669	7.722350	4.767179
ST3GAL2	1.561798	3.831011	53.241123	34.582249
ST3GAL3	1.005565	1.260870	13.448403	8.846262
ST3GAL4	0.012111	0.024529	0.668138	0.478518
ST3GAL4-AS1	0.406375	1.661355	13.144754	9.733068
ST3GAL5	1.218137	1.547794	8.976307	5.555147
ST3GAL5-AS1	0.0	0.0	1.066308	0.398746
ST3GAL6	0.895901	1.053223	2.133549	1.627101
ST3GAL6-AS1	0.000000	0.000000	11.049415	5.869557
ST5	0.832235	1.398512	12.594687	8.304251
ST6GAL1	0.078346	0.168988	0.913829	0.731566
ST6GAL2	0.0	0.0	0.0	0.000000
ST6GALNAC1	0.170965	0.225497	1.239880	0.731024
ST6GALNAC2	2.867934	6.014252	32.401901	23.057957
ST6GALNAC3	0.156034	0.229771	0.492129	0.357636
ST6GALNAC4	1.467179	2.131283	35.244232	23.414545
ST6GALNAC5	0.230315	0.345472	1.439961	1.064469
ST6GALNAC6	0.714595	1.479769	24.002171	15.709176
ST7	0.836423	1.720359	9.031103	6.772372
ST7-AS1	0.405050	0.481151	9.884366	6.382880
ST7-AS2	1.278239	1.542422	6.219770	5.017900
ST7-OT3	0.585780	0.748487	3.960067	2.715266
ST7-OT4	1.302799	2.286260	10.186007	6.798168
ST7L	2.192436	3.029717	11.073359	8.146509
ST8SIA1	0.0	0.0	0.036339	0.036236
ST8SIA2	0.0	0.0	0.000000	0.0
ST8SIA3	0.0	0.0	0.0	0.0
ST8SIA4	0.0	0.0	0.0	0.0
ST8SIA5	0.088527	0.196176	0.619334	0.389164
ST8SIA6	0.000000	0.412732	1.883405	1.505722
ST8SIA6-AS1	0.265709	0.215440	1.804309	1.736086
STAB1	0.000000	0.053633	0.515332	0.318102
STAB2	0.000000	0.253341	1.401823	1.047509
STAC	0.0	0.0	0.0	0.0
STAC2	0.000000	0.000000	0.000000	0.047605
STAC3	0.000000	0.000000	3.987433	2.981257
STAG1	4.476384	6.288424	19.100658	12.486837
STAG2	0.331922	0.400910	1.226658	0.801214
STAG3	0.456525	0.567485	4.633256	4.133138
STAG3L1	4.009209	5.873046	51.839569	37.546829
STAG3L2	3.814088	6.727600	59.283184	42.140430
STAG3L3	4.036958	6.348571	69.143791	48.943657
STAG3L4	4.150318	4.075840	19.763624	12.744324
STAG3L5P	2.629001	5.659067	32.201427	21.955517
STAG3L5P-PVRIG2P-PILRB	3.969362	6.269790	51.105888	39.975536
STAM	4.494072	5.558248	19.778608	12.459278
STAM-AS1	2.147249	2.474763	5.757875	3.632638
STAM2	1.800561	2.285038	6.273812	4.365726
STAMBP	1.655868	2.531586	11.357385	7.781476
STAMBPL1	0.676218	0.822827	7.722063	4.780325
STAP1	0.000000	0.134348	0.000000	0.138981
STAP2	0.000000	0.000000	5.141835	3.944047
STAR	0.775510	1.941002	6.376995	4.322942
STARD10	0.510563	1.126258	14.712274	10.640845
STARD13	0.501397	0.815002	6.442479	3.759942
STARD13-AS	1.401550	1.868217	4.872868	4.463566
STARD3	1.018967	1.247278	27.032665	19.293644
STARD3NL	0.886468	1.196101	9.585436	5.866972
STARD4	1.725029	1.613385	4.191618	2.874764
STARD4-AS1	0.189041	0.311199	1.711851	1.682473
STARD5	0.000000	0.693769	7.013749	4.805471
STARD6	0.0	0.000000	0.000000	0.164404
STARD7	2.991374	5.644383	46.223995	31.495142
STARD7-AS1	0.962201	1.655137	14.807907	10.360168
STARD8	0.036168	0.154913	1.391412	0.873369
STARD9	0.960665	1.684035	14.211243	9.528684
STAT1	4.351080	6.822169	27.700195	18.789438
STAT2	0.972747	1.778462	16.773441	10.284727
STAT3	1.564247	2.793284	21.893427	14.979489
STAT4	0.000000	0.000000	0.489155	0.000000
STAT5A	0.226331	0.358209	2.723880	1.727779
STAT5B	0.252061	0.357283	5.268846	3.322929
STAT6	1.276367	2.561958	23.119743	16.123985
STATH	0.000000	0.0	0.0	0.0
STAU1	5.270849	7.194771	34.424576	26.921570
STAU2	2.781128	3.515162	8.795697	6.474677
STAU2-AS1	1.098163	1.285300	5.599613	3.012576
STBD1	0.517960	0.975169	8.853549	6.051363
STC1	0.000000	0.0	0.000000	0.000000
STC2	3.213737	2.874789	35.041737	27.850927
STEAP1	0.166794	0.680883	1.441736	1.425743
STEAP1B	0.0	0.004324	0.000000	0.011135
STEAP2	0.624200	0.500622	2.185633	1.283073
STEAP2-AS1	0.000000	0.000000	1.578947	0.838915
STEAP3	0.781085	1.748592	19.513191	13.212264
STEAP3-AS1	0.939626	1.776610	11.862212	8.079934
STEAP4	0.132546	0.156605	0.165136	0.203412
STH	0.0	0.0	0.0	0.0
STIL	6.883130	8.147666	22.744093	13.577466
STIM1	0.389525	0.952827	10.337904	6.899146
STIM2	2.146588	3.133435	14.613228	10.203201
STIP1	2.184533	2.947482	24.726908	18.018538
STK10	0.710915	1.469846	17.189234	11.489036
STK11	0.901099	1.971612	44.842796	31.008623
STK11IP	0.000000	0.877208	14.199503	9.876656
STK16	1.135670	2.047599	17.377001	13.645499
STK17A	4.573100	5.647343	15.129672	9.920163
STK17B	0.620313	0.886377	3.564537	2.508008
STK19	0.0	0.0	0.0	0.0
STK24	8.785399	12.718410	58.897419	39.008823
STK25	1.392321	2.411670	37.816067	26.636385
STK26	0.990408	1.143885	3.426559	2.937650
STK3	3.269623	3.487118	13.294787	8.942181
STK31	0.000000	0.000000	0.151104	0.123171
STK32A	0.0	0.0	0.045018	0.089282
STK32B	0.0	0.033149	0.000000	0.000000
STK32C	0.000000	0.622935	10.797546	7.003776
STK33	0.098425	0.097169	0.527797	0.343606
STK35	1.301981	3.051084	30.019186	21.245203
STK36	0.362715	1.093009	4.126806	2.741641
STK38	2.470945	3.404847	14.446984	9.357202
STK38L	1.447410	1.468014	5.546114	3.090856
STK39	5.446854	6.850641	24.843616	17.828955
STK4	3.364297	4.806161	17.657663	11.469353
STK4-AS1	0.162571	0.105388	1.299149	1.182892
STK40	0.733947	1.869020	23.135328	17.011513
STKLD1	0.419454	0.621440	9.268200	6.898419
STMN1	3.763035	4.768267	30.095863	22.406055
STMN2	0.0	0.0	0.000000	0.0
STMN3	1.033858	0.979319	19.465593	15.704066
STMN4	0.000000	0.0	0.000000	0.000000
STMND1	0.0	0.000000	0.224660	0.000000
STOM	0.480168	0.530349	4.241887	2.534555
STOML1	0.000000	0.245098	2.382799	2.242424
STOML2	2.325297	5.187981	36.791054	31.044724
STOML3	0.0	0.0	0.000000	0.0
STON1	0.360731	0.372626	1.392568	0.709214
STON1-GTF2A1L	0.000000	0.000000	0.030557	0.000000
STON2	0.259390	0.338188	2.397402	1.691936
STOX1	1.022544	1.379349	6.170146	4.760368
STOX2	0.755157	0.806833	10.509884	6.977439
STPG1	0.589432	0.885789	4.428290	3.579915
STPG2	0.000000	0.103990	1.546554	1.202539
STPG2-AS1	0.000000	0.0	0.0	0.0
STRA13	3.451005	3.188442	61.445980	49.597988
STRA6	0.0	0.0	0.219247	0.000000
STRA8	0.0	0.000000	0.000000	0.0
STRADA	0.850850	2.052376	20.748526	15.024629
STRADB	0.941430	1.335774	5.158123	3.324289
STRAP	3.893438	6.959580	44.693962	32.048820
STRBP	1.969578	3.561677	9.440671	6.124111
STRC	0.000000	0.111333	1.243516	1.094288
STRIP1	0.765120	1.175777	13.898484	9.554893
STRIP2	0.755045	1.328303	7.966056	5.435340
STRN	2.720057	3.130262	8.838318	6.606804
STRN3	5.843439	6.711274	24.968498	17.027239
STRN4	2.315577	4.373209	62.618069	44.274456
STS	0.102556	0.000000	0.319272	0.334797
STT3A	4.231108	5.417710	25.770050	18.507650
STT3B	5.858938	8.380207	27.990301	19.805819
STUB1	0.445318	1.463347	28.087496	17.515013
STX10	1.007179	2.279971	31.242641	20.396984
STX11	0.124637	0.109375	1.685865	1.166243
STX12	1.914583	1.874959	8.873336	6.075354
STX16	3.033275	3.307621	22.828337	15.302811
STX16-NPEPL1	0.213617	0.434547	0.692639	0.530086
STX17	2.533439	2.911407	10.664302	7.791402
STX17-AS1	0.317029	0.000000	0.974638	0.492754
STX18	2.525832	3.183703	19.679590	12.723504
STX18-AS1	0.656174	1.127119	3.838579	3.238095
STX18-IT1	0.994465	1.957565	11.680812	8.195572
STX19	1.719723	2.595156	3.960208	2.770761
STX1A	0.981647	2.184941	36.858826	26.787786
STX1B	0.131579	0.360719	3.437316	2.043863
STX2	1.600173	1.729504	8.352194	5.535508
STX3	1.716602	3.017761	13.642318	9.061623
STX4	0.294721	1.049206	13.477966	9.187600
STX5	1.770299	3.324252	37.127136	25.508547
STX6	3.676917	4.915632	18.703135	11.983441
STX7	1.969555	2.033255	8.166276	6.214520
STX8	1.501033	1.365703	11.799587	8.515496
STXBP1	1.798337	2.110920	14.878807	10.843420
STXBP2	0.785282	2.060988	30.052170	24.812500
STXBP3	1.427487	1.824211	4.742309	3.492609
STXBP4	1.764803	1.708237	5.083030	3.519021
STXBP5	0.902053	1.172263	3.471664	2.135693
STXBP5-AS1	0.000000	0.000000	0.000000	0.000000
STXBP5L	1.498345	1.982595	3.085531	2.239188
STXBP6	0.0	0.0	0.000000	0.0
STYK1	0.846077	1.040067	6.132888	4.415693
STYX	2.214888	2.534855	8.485709	5.522311
STYXL1	1.617232	2.028955	20.000002	12.776887
SUB1	5.730254	5.749074	9.844312	6.837753
SUCLA2	2.080407	2.103050	9.874307	6.143253
SUCLG1	1.166781	1.637612	10.012354	5.986273
SUCLG2	0.174185	0.313086	1.161891	0.873048
SUCLG2-AS1	0.107768	0.000000	1.018279	0.635567
SUCNR1	0.965455	0.876364	1.476364	0.961818
SUCO	2.063370	2.045849	7.099721	4.839037
SUDS3	1.921531	2.347081	14.035110	10.279399
SUFU	1.359521	2.264684	22.796110	16.520763
SUGCT	0.495370	0.562500	3.796875	2.331022
SUGP1	1.678315	3.125419	35.698421	24.570131
SUGP2	3.513351	5.326790	26.679310	17.273129
SUGT1	4.245241	7.003920	21.925531	13.647257
SUGT1P1	0.000000	0.000000	2.819512	1.976829
SUGT1P3	0.130943	0.638704	1.721224	1.483376
SULF1	0.0	0.0	0.0	0.0
SULF2	0.608627	1.362278	9.658651	6.562346
SULT1A1	0.464669	0.747243	12.959362	8.809480
SULT1A2	0.000000	0.608369	4.240050	3.469041
SULT1A3	0.000000	0.000000	3.099416	3.361474
SULT1A4	0.000000	0.000000	3.119778	3.404246
SULT1B1	0.0	0.0	0.0	0.0
SULT1C2	0.200000	0.000000	0.588237	0.426644
SULT1C2P1	0.000000	0.035752	0.191572	0.000000
SULT1C3	0.000000	0.000000	0.000000	0.000000
SULT1C4	0.000000	0.142428	0.000000	0.305890
SULT1E1	0.0	0.0	0.0	0.0
SULT2A1	0.0	0.000000	0.000000	0.000000
SULT2B1	0.000000	0.000000	0.622776	0.379359
SULT4A1	0.615010	0.953753	10.838945	7.141177
SULT6B1	0.0	0.000000	0.000000	0.000000
SUMF1	1.342434	2.103193	13.111985	9.666358
SUMF2	1.888340	4.946433	42.248219	30.937128
SUMO1	4.567125	5.459397	16.160446	13.571054
SUMO1P1	0.0	0.0	0.0	0.0
SUMO1P3	3.645108	7.487977	12.521559	7.444859
SUMO2	12.638060	13.374602	75.559898	54.339668
SUMO3	0.793857	1.283186	11.967725	8.000521
SUMO4	4.529070	4.222383	20.008720	13.962210
SUN1	0.654780	0.948753	4.932828	3.211697
SUN2	0.949769	2.165046	35.511112	23.789120
SUN3	0.000000	0.000000	0.534550	0.000000
SUN5	0.000000	0.0	0.000000	0.000000
SUOX	1.816278	2.072705	22.647118	16.059429
SUPT16H	7.215414	9.019961	42.345646	30.666204
SUPT20H	2.770216	3.651654	12.918754	8.749018
SUPT20HL1	0.0	0.000000	0.000000	0.0
SUPT20HL2	0.0	0.000000	0.000000	0.0
SUPT3H	0.526946	0.544688	2.003105	2.198936
SUPT4H1	6.428409	8.858164	40.720486	29.758440
SUPT5H	1.394261	3.308170	44.687435	35.448032
SUPT6H	3.872214	5.950315	40.377659	27.740854
SUPT7L	2.808588	3.313486	16.722406	10.842625
SUPV3L1	2.743483	4.070268	20.904419	13.346052
SURF1	1.723873	4.661553	30.097795	22.193672
SURF2	1.775148	3.364497	30.983433	24.604738
SURF4	2.944395	6.250073	55.655487	34.758163
SURF6	1.589270	2.725751	39.872105	26.747639
SUSD1	1.583712	2.163855	14.030824	9.845880
SUSD2	0.283695	0.519007	5.667616	4.051838
SUSD3	0.291101	0.506033	6.964555	4.159125
SUSD4	0.003115	0.000000	0.043485	0.010871
SUSD5	0.346454	0.233966	0.940460	0.477323
SUSD6	0.458187	0.750232	7.739477	5.289820
SUV39H1	0.570652	0.967003	12.297360	9.238936
SUV39H2	3.252994	4.394910	17.575451	10.309581
SUV420H1	1.683257	1.621450	9.063294	5.665675
SUV420H2	0.390645	0.656561	18.889996	12.610654
SUZ12	5.705160	7.011392	15.529160	10.059871
SUZ12P1	10.466346	10.298077	21.478743	17.823502
SV2A	0.000000	0.000000	0.290368	0.218720
SV2B	0.0	0.0	0.000000	0.000000
SV2C	0.0	0.0	0.000000	0.000000
SVBP	0.334289	0.646617	12.088331	7.697741
SVEP1	0.022928	0.046666	0.079559	0.032812
SVIL	1.997624	2.781358	20.692175	12.325079
SVIL-AS1	0.776974	0.490362	2.719577	2.045127
SVILP1	0.000000	0.0	0.000000	0.000000
SVIP	0.382289	0.622030	3.257020	2.307415
SVOP	0.000000	0.000000	0.107704	0.104591
SVOPL	0.0	0.000000	0.000000	0.000000
SWAP70	1.547521	2.160590	12.729005	9.704220
SWI5	0.726809	0.770642	12.635066	8.808359
SWSAP1	0.579422	1.051143	13.331529	9.502407
SWT1	0.978454	1.252471	2.333080	1.786565
SYAP1	1.640851	1.702695	7.758865	5.798298
SYBU	0.329133	0.446137	4.175851	2.815286
SYCE1	0.000000	0.028893	0.212136	0.000000
SYCE1L	0.330815	0.901604	26.311134	17.692480
SYCE2	0.384780	0.612004	4.950696	4.449089
SYCE3	0.0	0.0	0.000000	0.000000
SYCN	0.0	0.0	0.000000	0.000000
SYCP1	0.0	0.0	0.000000	0.000000
SYCP2	0.0	0.031569	0.000000	0.000000
SYCP2L	0.877916	0.963247	2.617769	2.059124
SYCP3	1.157166	1.338225	3.544131	1.844625
SYDE1	0.553739	0.724140	17.710947	12.538061
SYDE2	0.265761	0.634260	3.997241	2.571641
SYF2	2.152504	2.320203	10.681485	8.910523
SYK	0.000000	0.000000	0.022740	0.022081
SYMPK	2.496180	3.929083	54.766953	37.396847
SYN1	0.061994	0.000000	1.662115	1.243196
SYN2	0.598984	0.893833	8.072180	4.874562
SYN3	0.000000	0.000000	0.000000	0.000000
SYNC	0.081067	0.131065	1.246342	0.984066
SYNCRIP	11.033659	14.492201	39.772980	26.977203
SYNDIG1	0.0	0.0	0.0	0.0
SYNDIG1L	0.0	0.0	0.000000	0.000000
SYNE1	0.057444	0.085270	0.649383	0.484940
SYNE1-AS1	0.000000	0.000000	0.000000	0.000000
SYNE2	2.667325	3.608504	12.700865	8.572268
SYNE3	0.048550	0.0	2.819237	1.063511
SYNE4	0.599744	0.798593	16.547314	15.086317
SYNGAP1	0.0	0.0	0.0	0.0
SYNGR1	0.076938	0.269381	4.419030	3.048127
SYNGR2	3.721960	8.286600	111.676208	77.339729
SYNGR3	0.0	0.232082	2.798147	1.421258
SYNGR4	0.0	0.000000	0.884729	0.143842
SYNJ1	1.028983	1.354042	5.483705	3.248925
SYNJ2	2.303940	3.711925	25.076283	16.362904
SYNJ2-IT1	0.000000	1.151920	18.046745	9.634391
SYNJ2BP	1.948030	2.217351	9.847026	6.740510
SYNJ2BP-COX16	0.094308	0.000000	0.000000	0.000000
SYNM	0.830455	0.958939	7.189666	4.301291
SYNPO	0.164054	0.203973	4.078506	2.963572
SYNPO2	0.002400	0.003020	0.023098	0.013902
SYNPO2L	0.000000	0.000000	0.158179	0.163390
SYNPR	0.0	0.0	0.0	0.000000
SYNPR-AS1	0.0	0.0	0.0	0.000000
SYNRG	0.0	0.0	0.0	0.0
SYP	0.290999	0.453951	5.811227	3.802705
SYP-AS1	0.000000	0.177187	1.459319	0.959669
SYPL1	2.095180	3.544350	13.615231	8.691778
SYPL2	0.173326	0.157449	1.374702	0.920614
SYS1	1.102982	1.671791	11.697346	8.405614
SYS1-DBNDD2	0.000000	0.000000	2.985069	0.000000
SYT1	1.722378	2.436516	10.325806	7.429601
SYT10	0.0	0.0	0.0	0.0
SYT11	0.045265	0.000000	0.261565	0.155118
SYT12	0.061278	0.111379	1.543309	0.974660
SYT13	0.088558	0.074605	0.840930	0.825860
SYT14	0.0	0.0	0.000000	0.000000
SYT14P1	0.000000	0.0	0.000000	0.000000
SYT15	0.621640	0.669157	4.078047	2.655906
SYT16	0.0	0.0	0.000000	0.000000
SYT17	0.388352	0.427273	3.695760	3.070185
SYT2	0.328320	0.313922	3.101298	1.995629
SYT3	0.115521	0.383995	5.199622	3.737819
SYT4	0.0	0.0	0.0	0.0
SYT5	0.000000	0.000000	2.551898	1.503429
SYT6	0.0	0.0	0.000000	0.000000
SYT7	0.301310	0.646083	7.764967	5.257754
SYT8	0.0	0.0	0.417196	0.238882
SYT9	0.000000	0.0	0.089439	0.000000
SYTL1	0.561546	1.178535	27.751780	18.464399
SYTL2	0.586720	1.124678	3.638057	2.366105
SYTL3	2.991022	4.534186	23.928867	14.616713
SYTL4	0.509867	1.166009	5.176122	3.427232
SYTL5	0.0	0.000000	0.103420	0.000000
SYVN1	1.444180	3.120713	33.562843	23.321180
SZRD1	2.834307	4.107806	46.929108	34.274300
SZT2	1.285285	2.014450	24.147154	17.225767
T	0.0	0.0	0.000000	0.0
TAAR1	0.0	0.0	0.0	0.0
TAAR2	0.0	0.0	0.0	0.0
TAAR3	0.0	0.0	0.0	0.0
TAAR5	0.0	0.0	0.0	0.0
TAAR6	0.0	0.0	0.000000	0.0
TAAR8	0.0	0.0	0.000000	0.0
TAAR9	0.0	0.0	0.114395	0.0
TAB1	0.478767	0.960901	16.811237	11.523304
TAB2	0.492900	0.525284	1.908756	1.478173
TAB3	1.483866	1.506704	5.418594	3.722705
TAC1	0.0	0.0	0.0	0.000000
TAC3	0.0	0.000000	0.310075	0.000000
TAC4	0.281520	0.274882	3.034604	1.697722
TACC1	2.210316	3.429066	19.518164	13.885813
TACC2	0.126163	0.192711	2.450007	1.600042
TACC3	3.763130	6.187170	54.215015	35.748676
TACO1	2.015657	3.042206	38.810757	27.890402
TACR1	0.047867	0.088924	0.818947	0.631484
TACR2	0.144868	0.168460	1.496689	1.096854
TACR3	0.134056	0.231033	1.843696	0.815744
TACSTD2	0.015444	0.0	1.578668	1.169402
TADA1	2.596796	3.383178	10.518914	7.110815
TADA2A	0.0	0.0	0.0	0.0
TADA2B	1.043620	2.540835	12.831091	9.705337
TADA3	0.678217	1.387471	14.109833	10.533506
TAF1	0.405813	0.492525	2.231740	1.519511
TAF10	4.025674	5.825735	49.338905	37.164974
TAF11	3.084507	4.521127	20.086428	14.256722
TAF12	4.514817	5.720883	36.199863	23.197794
TAF13	2.455806	2.495667	9.712305	7.783362
TAF15	0.0	0.0	0.0	0.0
TAF1A	1.617273	2.411662	7.579570	4.281017
TAF1A-AS1	0.000000	0.763598	1.574268	1.559623
TAF1B	2.735102	4.169639	10.185733	5.775990
TAF1C	1.619705	2.904428	53.461971	37.540169
TAF1D	23.483969	26.661833	72.977097	52.113739
TAF1L	0.019144	0.063546	0.085264	0.079794
TAF2	5.845817	7.341434	25.703386	17.724503
TAF3	2.034566	2.607944	19.793207	12.672983
TAF4	0.0	0.0	0.0	0.0
TAF4B	1.519442	2.303214	9.474038	5.224320
TAF5	3.534697	3.985211	14.684525	9.632442
TAF5L	1.343362	2.109222	9.680183	5.849248
TAF6	1.098553	1.777183	25.299395	18.337982
TAF6L	0.815603	2.161229	32.685577	24.363594
TAF7	3.960784	3.822222	25.967319	18.076689
TAF7L	0.350749	0.488457	1.431754	0.968003
TAF8	1.410132	2.113116	14.134860	9.943500
TAF9	0.0	0.0	0.0	0.0
TAF9B	3.036817	3.367795	6.495537	4.409260
TAGAP	0.507982	0.421968	1.820110	1.319991
TAGLN	0.748876	1.554271	13.517662	9.778420
TAGLN2	1.423603	1.950399	29.621719	25.342646
TAGLN3	0.148477	0.266497	1.675127	1.070431
TAL1	0.0	0.000000	0.000000	0.000000
TAL2	0.0	0.191358	0.277778	0.682099
TALDO1	2.217216	3.452936	45.443283	32.943684
TAMM41	0.0	0.0	0.0	0.0
TANC1	2.488019	4.394835	24.436499	15.383453
TANC2	2.302843	3.097301	16.306973	11.235336
TANGO2	0.153289	0.316646	2.748681	1.765413
TANGO6	1.809672	2.589249	19.809465	11.657535
TANK	0.193412	0.233809	0.823176	0.534014
TAOK1	4.603344	5.505422	12.543254	8.478521
TAOK2	1.493980	3.028197	42.153332	28.429832
